RecordID_Int,ParcelNumber,Description,CardNumber,cvgiscityvw_OpenData_Parcels_AdditionsArea,StreetName,StreetNumber,Unit
51588,580076000,Screened Porch,,78,BELMONT AVE,601,
51589,580077000,First Floor,,840,6TH ST SE,504,
51590,580077000,Stoop,,35,6TH ST SE,504,
51591,580078000,First Floor,,964,BELMONT AVE,607,
51592,580078000,Deck,,100,BELMONT AVE,607,
51593,580078000,Stoop,,9,BELMONT AVE,607,
51594,580079000,First Floor,,896,BELMONT AVE,609,
51595,580079000,Basement,,369,BELMONT AVE,609,
51596,580079000,Open Porch,,108,BELMONT AVE,609,
51597,580080000,First Floor,,790,BELMONT AVE,611,
51598,580080000,Second Floor,,600,BELMONT AVE,611,
51599,580080000,Open Porch,,90,BELMONT AVE,611,
51600,580080000,Screened Porch,,140,BELMONT AVE,611,
51601,580081000,First Floor,,784,BELMONT AVE,613,
51602,580081000,Second Floor,,784,BELMONT AVE,613,
51603,580081000,Basement,,392,BELMONT AVE,613,
51604,580081000,Canopy,,182,BELMONT AVE,613,
51605,580081000,Open Porch,,242,BELMONT AVE,613,
51606,580082000,First Floor,,836,BELMONT AVE,615,
51607,580082000,Finished Enclosed Porch,,91,BELMONT AVE,615,
51608,580082000,Finished Half-Story,,756,BELMONT AVE,615,
51609,580082000,Open Porch,,161,BELMONT AVE,615,
51610,580083000,First Floor,,1039,AVON ST,519,
51611,580083000,Second Floor,,932,AVON ST,519,
51612,580083000,Basement,,396,AVON ST,519,
51613,580083000,Deck,,268,AVON ST,519,
51614,580083000,Open Porch,,140,AVON ST,519,
51615,580083100,First Floor,,1008,BELMONT AVE,619,
51616,580083100,Second Floor,,592,BELMONT AVE,619,
51617,580083100,Deck,,112,BELMONT AVE,619,
51618,580083100,Open Porch,,114,BELMONT AVE,619,
51619,580083100,Screened Porch,,288,BELMONT AVE,619,
51620,580084000,First Floor,,939,AVON ST,517,
51621,580084000,Second Floor,,699,AVON ST,517,
51622,580084000,Basement,,240,AVON ST,517,
51623,580084000,Canopy,,138,AVON ST,517,
51624,580084000,Deck,,192,AVON ST,517,
51625,580084000,Open Porch,,138,AVON ST,517,
51626,580085000,First Floor,,939,AVON ST,515,
51627,580085000,Second Floor,,699,AVON ST,515,
51628,580085000,Basement,,240,AVON ST,515,
51629,580085000,Open Porch,,138,AVON ST,515,
51630,580085000,Trex Deck,,156,AVON ST,515,
51631,580086000,First Floor,,934,AVON ST,513,
51632,580086000,Second Floor,,934,AVON ST,513,
51633,580086000,Basement,,934,AVON ST,513,
51634,580086000,Deck,,96,AVON ST,513,
51635,580086000,"Deck, Wood-Double Deck",,216,AVON ST,513,
51636,580086000,Open Porch,,132,AVON ST,513,
51637,580086000,Stoop,,36,AVON ST,513,
51638,580087000,First Floor,,552,AVON ST,511,
51639,580087000,Basement,,552,AVON ST,511,
51640,580087000,Finished Half-Story,,552,AVON ST,511,
51641,580087000,Open Porch,,154,AVON ST,511,
51642,580087000,Open W/Cover 2/Sty,,28,AVON ST,511,
51643,580087000,Stoop,,28,AVON ST,511,
51644,580088000,First Floor,,1029,HINTON AVE,632,
51645,580088000,Second Floor,,1029,HINTON AVE,632,
51646,580088000,Open Porch,,264,HINTON AVE,632,
51647,580089000,First Floor,,756,HINTON AVE,628,
51648,580089000,Second Floor,,540,HINTON AVE,628,
51649,580089000,Open Porch,,169,HINTON AVE,628,
51650,580089000,Frame Enclosed 1/Sty,,84,HINTON AVE,628,
51651,580090000,First Floor,,828,HINTON AVE,626,
51652,580090000,Second Floor,,756,HINTON AVE,626,
51653,580090000,Open Porch,,120,HINTON AVE,626,
51654,580091000,First Floor,,844,HINTON AVE,624,
51655,580091000,Second Floor,,350,HINTON AVE,624,
51656,580091000,Basement,,350,HINTON AVE,624,
51657,580091000,Open Porch,,119,HINTON AVE,624,
51658,580091000,Stoop,,20,HINTON AVE,624,
51659,580092000,First Floor,,908,HINTON AVE,622,
51660,580092000,Second Floor,,741,HINTON AVE,622,
51661,580092000,Basement,,315,HINTON AVE,622,
51662,580092000,Open Porch,,176,HINTON AVE,622,
51663,580093000,First Floor,,808,HINTON AVE,620,
51664,580093000,Second Floor,,336,HINTON AVE,620,
51665,580093000,Basement,,808,HINTON AVE,620,
51666,580093000,Open Porch,,126,HINTON AVE,620,
51667,580093000,Frame Enclosed 1/Sty,,108,HINTON AVE,620,
51668,580094000,First Floor,,1407,HINTON AVE,616,
51669,580094000,Second Floor,,1057,HINTON AVE,616,
51670,580094000,Open Porch,,77,HINTON AVE,616,
51671,580094100,First Floor,,540,HINTON AVE,612,
51672,580094100,Second Floor,,540,HINTON AVE,612,
51673,580094100,Open Porch,,96,HINTON AVE,612,
51674,580094100,Stoop,,24,HINTON AVE,612,
51675,580095000,First Floor,,780,HINTON AVE,610,
51676,580095000,Second Floor,,390,HINTON AVE,610,
51677,580095000,Deck,,110,HINTON AVE,610,
51678,580095000,Open Porch,,119,HINTON AVE,610,
51679,580095000,Unfinished Utility Area,,90,HINTON AVE,610,
51680,580096000,First Floor,,856,HINTON AVE,606,
51681,580096000,Second Floor,,856,HINTON AVE,606,
51682,580096000,Canopy,,84,HINTON AVE,606,
51683,580096000,Deck,,112,HINTON AVE,606,
51684,580096000,"Deck, Wood-Double Deck",,84,HINTON AVE,606,
51685,580096000,Open Porch,,60,HINTON AVE,606,
51686,580096100,First Floor,,716,HINTON AVE,608,
51687,580096100,Second Floor,,828,HINTON AVE,608,
51688,580096100,Open Porch,,63,HINTON AVE,608,
51689,580096100,Screened Porch,,112,HINTON AVE,608,
51690,580097000,First Floor,,970,HINTON AVE,602,
51691,580097000,Second Floor,,988,HINTON AVE,602,
51692,580097000,Basement,,970,HINTON AVE,602,
51693,580097000,Deck,,82,HINTON AVE,602,
51694,580097000,Open Porch,,126,HINTON AVE,602,
51695,580097100,First Floor,,800,HINTON AVE,604,
51696,580097100,Open Porch,,112,HINTON AVE,604,
51697,580098000,First Floor,,754,HINTON AVE,600,
51698,580098000,Basement,,144,HINTON AVE,600,
51699,580098000,Canopy,,144,HINTON AVE,600,
51700,580098000,Open Porch,,144,HINTON AVE,600,
51701,580100000,First Floor,,680,HINTON AVE,601,
51702,580100000,Second Floor,,680,HINTON AVE,601,
51703,580100000,Open Porch,,96,HINTON AVE,601,
51704,580100000,Stoop,,16,HINTON AVE,601,
51705,580101000,First Floor,,540,HINTON AVE,603,
51706,580101000,Second Floor,,540,HINTON AVE,603,
51707,580101000,Open Porch,,108,HINTON AVE,603,
51708,580101000,Stoop,,28,HINTON AVE,603,
51709,580102000,First Floor,,836,HINTON AVE,605,
51710,580102000,Second Floor,,336,HINTON AVE,605,
51711,580102000,Open Porch,,112,HINTON AVE,605,
51712,580102000,Screened Porch,,120,HINTON AVE,605,
51713,580103000,First Floor,,614,HINTON AVE,607,
51714,580103000,Second Floor,,600,HINTON AVE,607,
51715,580103000,Deck,,120,HINTON AVE,607,
51716,580103000,Open Porch,,112,HINTON AVE,607,
51717,580103A00,First Floor,,952,HINTON AVE,609,
51718,580103A00,Second Floor,,600,HINTON AVE,609,
51719,580103A00,Deck,,170,HINTON AVE,609,
51720,580103A00,Open Porch,,126,HINTON AVE,609,
51721,580103A00,Screened Porch,,72,HINTON AVE,609,
51722,580104000,First Floor,,480,HINTON AVE,613,
51723,580104000,Second Floor,,480,HINTON AVE,613,
51724,580104000,Open Porch,,112,HINTON AVE,613,
51725,580105000,First Floor,,1204,HINTON AVE,615,
51726,580105000,Open Porch,,182,HINTON AVE,615,
51727,580105000,Greenhouse,,288,HINTON AVE,615,
51728,580106000,First Floor,,892,HINTON AVE,617,
51729,580106000,Second Floor,,624,HINTON AVE,617,
51730,580106000,Deck,,128,HINTON AVE,617,
51731,580106000,Open Porch,,48,HINTON AVE,617,
51732,580106000,Vaulted Ceiling,,268,HINTON AVE,617,
51733,580107000,First Floor,,888,HINTON AVE,623,
51734,580107000,Second Floor,,624,HINTON AVE,623,
51735,580107000,Deck,,160,HINTON AVE,623,
51736,580107000,Open Porch,,114,HINTON AVE,623,
51737,580107A00,First Floor,,614,HINTON AVE,621,
51738,580107A00,Second Floor,,600,HINTON AVE,621,
51739,580107A00,Deck,,120,HINTON AVE,621,
51740,580107A00,Open Porch,,112,HINTON AVE,621,
51741,580108000,First Floor,,832,HINTON AVE,625,
51742,580108000,Second Floor,,846,HINTON AVE,625,
51743,580108000,Open Porch,,96,HINTON AVE,625,
51744,580108000,Workshop,,49,HINTON AVE,625,
51745,580109000,First Floor,,576,HINTON AVE,627,
51746,580109000,Second Floor,,576,HINTON AVE,627,
51747,580109000,Basement,,576,HINTON AVE,627,
51748,580109000,Deck,,60,HINTON AVE,627,
51749,580109000,Open Porch,,180,HINTON AVE,627,
51750,580110000,First Floor,,985,AVON ST,318,
51751,580110000,Second Floor,,985,AVON ST,318,
51752,580110000,Open Porch,,387,AVON ST,318,
51753,580111000,First Floor,,1389,AVON ST,415,
51754,580111000,Second Floor,,1011,AVON ST,415,
51755,580111000,Open Porch,,116,AVON ST,415,
51756,580112000,First Floor,,690,AVON ST,413,
51757,580114000,First Floor,,2378,AVON ST,405,
51758,580123000,First Floor,,3600,AVON ST,310,
51759,580123000,First Floor,,10096,AVON ST,310,
51760,580127000,First Floor,,1280,AVON ST,309,
51761,580129000,First Floor,,625,AVON ST,300,
51762,580129000,Open Porch,,275,AVON ST,300,
51763,580131000,First Floor,,1659,LEVY AVE,713,
51764,580131000,Second Floor,,1659,LEVY AVE,713,
51765,580131000,Open Porch,,340,LEVY AVE,713,
51766,580132000,First Floor,,772,LEVY AVE,717,
51767,580132000,Second Floor,,772,LEVY AVE,717,
51768,580132000,Deck,,192,LEVY AVE,717,
51769,580132000,Open Porch,,117,LEVY AVE,717,
51770,580133000,First Floor,,736,LEVY AVE,719,
51771,580133000,Second Floor,,400,LEVY AVE,719,
51772,580133000,Deck,,210,LEVY AVE,719,
51773,580133000,Open Porch,,184,LEVY AVE,719,
51774,580134000,First Floor,,724,MONTICELLO RD,338,
51775,580134000,Second Floor,,676,MONTICELLO RD,338,
51776,580134000,Open Porch,,244,MONTICELLO RD,338,
51777,580135000,First Floor,,834,MONTICELLO RD,330,
51778,580135000,Second Floor,,632,MONTICELLO RD,330,
51779,580135000,Open Porch,,154,MONTICELLO RD,330,
51780,580136000,First Floor,,1322,LEVY AVE,726,
51781,580136000,Second Floor,,744,LEVY AVE,726,
51782,580136000,Open Porch,,229,LEVY AVE,726,
51783,580136000,Screened Porch,,90,LEVY AVE,726,
51784,580137000,First Floor,,928,LEVY AVE,724,
51785,580137000,Second Floor,,662,LEVY AVE,724,
51786,580137000,Open Porch,,107,LEVY AVE,724,
51787,580139000,First Floor,,1073,LEVY AVE,720,
51788,580139000,Second Floor,,848,LEVY AVE,720,
51789,580139000,Canopy,,154,LEVY AVE,720,
51790,580139000,Deck,,70,LEVY AVE,720,
51791,580139000,Open Porch,,154,LEVY AVE,720,
51792,580140000,First Floor,,912,LEVY AVE,718,
51793,580140000,Second Floor,,660,LEVY AVE,718,
51794,580140000,Canopy,,114,LEVY AVE,718,
51795,580140000,Open Porch,,114,LEVY AVE,718,
51796,580141000,First Floor,,1093,LEVY AVE,716,
51797,580141000,Second Floor,,1053,LEVY AVE,716,
51798,580141000,Open Porch,,288,LEVY AVE,716,
51799,580141000,Open W/Cover 2/Sty,,40,LEVY AVE,716,
51800,580141000,First Floor,,280,LEVY AVE,716,
51801,580141000,Second Floor,,280,LEVY AVE,716,
51802,580141000,Deck,,113,LEVY AVE,716,
51803,580141000,Open Porch,,28,LEVY AVE,716,
51804,580141000,Storage,,16,LEVY AVE,716,
51805,580142000,First Floor,,1113,LEVY AVE,714,
51806,580142000,Second Floor,,747,LEVY AVE,714,
51807,580142000,Deck,,168,LEVY AVE,714,
51808,580142000,Open Porch,,161,LEVY AVE,714,
51809,580143000,First Floor,,1199,LEVY AVE,708,
51810,580143000,Second Floor,,686,LEVY AVE,708,
51811,580143000,Open Porch,,161,LEVY AVE,708,
51812,580144000,First Floor,,1260,AVON ST,403,
51813,580147000,First Floor,,1619,HINTON AVE,703,
51814,580147000,Second Floor,,1619,HINTON AVE,703,
51815,580147000,Deck,,168,HINTON AVE,703,
51816,580147000,Open Porch,,168,HINTON AVE,703,
51817,580147000,Frame Enclosed 1/Sty,,42,HINTON AVE,703,
51818,580147000,First Floor,,48,HINTON AVE,703,
51819,580147000,Deck,,120,HINTON AVE,703,
51820,580147000,Open Porch,,120,HINTON AVE,703,
51821,580148000,First Floor,,1050,HINTON AVE,709,
51822,580148000,Second Floor,,744,HINTON AVE,709,
51823,580148000,Open Porch,,248,HINTON AVE,709,
51824,580149000,First Floor,,1038,HINTON AVE,711,
51825,580149000,Second Floor,,1038,HINTON AVE,711,
51826,580149000,Deck,,180,HINTON AVE,711,
51827,580149000,Open Porch,,161,HINTON AVE,711,
51828,580149000,Frame Enclosed 1/Sty,,72,HINTON AVE,711,
51829,580150000,First Floor,,1222,HINTON AVE,713,
51830,580150000,Second Floor,,1222,HINTON AVE,713,
51831,580150000,Deck,,296,HINTON AVE,713,
51832,580150000,Open Porch,,216,HINTON AVE,713,
51833,580151000,First Floor,,1037,HINTON AVE,717,
51834,580151000,Second Floor,,920,HINTON AVE,717,
51835,580151000,Open Porch,,280,HINTON AVE,717,
51836,580153000,First Floor,,1263,HINTON AVE,725,
51837,580153000,Second Floor,,1263,HINTON AVE,725,
51838,580153000,Basement,,558,HINTON AVE,725,
51839,580153000,Concrete Patio,,132,HINTON AVE,725,
51840,580153000,Open Porch,,234,HINTON AVE,725,
51841,580153000,Stoop,,30,HINTON AVE,725,
51842,580154000,First Floor,,975,HINTON AVE,727,
51843,580154000,Basement,,975,HINTON AVE,727,
51844,580154000,Concrete Patio,,513,HINTON AVE,727,
51845,580154000,Open Porch,,105,HINTON AVE,727,
51846,580155000,First Floor,,518,RIALTO ST,503,
51847,580155000,Cellar,,231,RIALTO ST,503,
51848,580155000,Finished Two-Thirds,,483,RIALTO ST,503,
51849,580155000,Open Porch,,91,RIALTO ST,503,
51850,580156000,First Floor,,1353,HINTON AVE,733,
51851,580156000,Second Floor,,988,HINTON AVE,733,
51852,580156000,Open Porch,,527,HINTON AVE,733,
51853,580161000,First Floor,,10525,HINTON AVE,750,
51854,580161000,Slab,,505,HINTON AVE,750,
51855,580162000,First Floor,,546,CHURCH ST,503,
51856,580162000,Finished Two-Thirds,,546,CHURCH ST,503,
51857,580162000,Open Porch,,176,CHURCH ST,503,
51858,580162000,Screened Porch,,66,CHURCH ST,503,
51859,580162100,First Floor,,1190,HINTON AVE,710,
51860,580162100,Second Floor,,694,HINTON AVE,710,
51861,580162100,Concrete Patio,,120,HINTON AVE,710,
51862,580162100,Open Porch,,285,HINTON AVE,710,
51863,580163000,First Floor,,1346,HINTON AVE,704,
51864,580163000,Second Floor,,798,HINTON AVE,704,
51865,580163000,Open Porch,,84,HINTON AVE,704,
51866,580164000,First Floor,,1702,HINTON AVE,702,
51867,580164000,Second Floor,,870,HINTON AVE,702,
51868,580164000,Basement,,210,HINTON AVE,702,
51869,580164000,Open Porch,,240,HINTON AVE,702,
51870,580164000,Glass Enclosed 1/Sty,,104,HINTON AVE,702,
51871,580165000,First Floor,,1472,HINTON AVE,700,
51872,580165000,Second Floor,,1472,HINTON AVE,700,
51873,580165000,Basement,,416,HINTON AVE,700,
51874,580165000,Open Porch,,168,HINTON AVE,700,
51875,580166000,First Floor,,962,AVON ST,520,
51876,580166000,Second Floor,,962,AVON ST,520,
51877,580166000,Basement,,468,AVON ST,520,
51878,580166000,Open Porch,,356,AVON ST,520,
51879,580166000,Unfinished Attic,,962,AVON ST,520,
51880,580167000,First Floor,,1125,BELMONT AVE,705,
51881,580167000,Second Floor,,887,BELMONT AVE,705,
51882,580167000,Basement,,438,BELMONT AVE,705,
51883,580167000,Deck,,108,BELMONT AVE,705,
51884,580167000,Open Porch,,178,BELMONT AVE,705,
51885,580168000,First Floor,,1149,BELMONT AVE,709,
51886,580168000,Second Floor,,780,BELMONT AVE,709,
51887,580168000,Basement,,390,BELMONT AVE,709,
51888,580168000,Open Porch,,192,BELMONT AVE,709,
51889,580168000,Finished Utility Area,,280,BELMONT AVE,709,
51890,580169000,First Floor,,1139,BELMONT AVE,711,
51891,580169000,Second Floor,,888,BELMONT AVE,711,
51892,580169000,Cellar,,392,BELMONT AVE,711,
51893,580169000,Concrete Patio,,146,BELMONT AVE,711,
51894,580169000,Open Porch,,168,BELMONT AVE,711,
51895,580170000,First Floor,,1332,BELMONT AVE,751,
51896,580170000,Second Floor,,832,BELMONT AVE,751,
51897,580170000,Open Porch,,261,BELMONT AVE,751,
51898,580170000,Stoop,,64,BELMONT AVE,751,
51899,580171000,First Floor,,1308,BELMONT AVE,753,
51900,580171000,Second Floor,,800,BELMONT AVE,753,
51901,580171000,Open Porch,,176,BELMONT AVE,753,
51902,580171000,Screened Porch,,130,BELMONT AVE,753,
51903,580172000,First Floor,,975,BELMONT AVE,759,
51904,580172000,Second Floor,,3001,BELMONT AVE,759,
51905,580172000,Stoop,,130,BELMONT AVE,759,
51906,580173000,First Floor,,1286,RIALTO ST,513,
51907,580173000,Second Floor,,756,RIALTO ST,513,
51908,580173000,Open Porch,,84,RIALTO ST,513,
51909,580173000,Stoop,,9,RIALTO ST,513,
51910,580174000,First Floor,,1000,BELMONT AVE,767,
51911,580174000,Second Floor,,800,BELMONT AVE,767,
51912,580174000,Open Porch,,167,BELMONT AVE,767,
51913,580175000,First Floor,,1302,BELMONT AVE,766,
51914,580175000,Open Porch,,106,BELMONT AVE,766,
51915,580175000,Screened Porch,,90,BELMONT AVE,766,
51916,580177000,First Floor,,1330,BELMONT AVE,756,
51917,580177000,Second Floor,,1364,BELMONT AVE,756,
51918,580177000,Basement,,495,BELMONT AVE,756,
51919,580177000,Concrete Patio,,100,BELMONT AVE,756,
51920,580177000,Open Porch,,468,BELMONT AVE,756,
51921,580177000,Glass Enclosed 1/Sty,,64,BELMONT AVE,756,
51922,580178000,First Floor,,1353,BELMONT AVE,750,
51923,580178000,Second Floor,,921,BELMONT AVE,750,
51924,580178000,Deck,,225,BELMONT AVE,750,
51925,580178000,Open Porch,,405,BELMONT AVE,750,
51926,580179000,First Floor,,1178,BELMONT AVE,710,
51927,580179000,Second Floor,,706,BELMONT AVE,710,
51928,580179000,Open Porch,,82,BELMONT AVE,710,
51929,580179000,Stoop,,36,BELMONT AVE,710,
51930,580180000,First Floor,,1103,BELMONT AVE,704,
51931,580180000,Second Floor,,688,BELMONT AVE,704,
51932,580180000,Deck,,192,BELMONT AVE,704,
51933,580180000,Open Porch,,165,BELMONT AVE,704,
51934,580180000,Pergola,,192,BELMONT AVE,704,
51935,580181000,First Floor,,1369,BELMONT AVE,702,
51936,580181000,Second Floor,,737,BELMONT AVE,702,
51937,580181000,Open Porch,,104,BELMONT AVE,702,
51938,580181000,Screened Porch,,210,BELMONT AVE,702,
51939,580182000,First Floor,,1290,BELMONT AVE,700,
51940,580182000,Second Floor,,858,BELMONT AVE,700,
51941,580182000,Cellar,,442,BELMONT AVE,700,
51942,580182000,Deck,,232,BELMONT AVE,700,
51943,580182000,Open Porch,,176,BELMONT AVE,700,
51944,580183000,First Floor,,2212,MONTICELLO AVE,701,
51945,580183000,Second Floor,,196,MONTICELLO AVE,701,
51946,580183000,Slab,,66,MONTICELLO AVE,701,
51947,580183000,First Floor,,288,MONTICELLO AVE,701,
51948,580184000,First Floor,,811,MONTICELLO AVE,707,
51949,580184000,Second Floor,,624,MONTICELLO AVE,707,
51950,580184000,Basement,,624,MONTICELLO AVE,707,
51951,580184000,Open Porch,,266,MONTICELLO AVE,707,
51952,580185000,First Floor,,1224,MONTICELLO AVE,721,
51953,580185000,Deck,,120,MONTICELLO AVE,721,
51954,580185000,Open Porch,,238,MONTICELLO AVE,721,
51955,580185000,Stoop,,54,MONTICELLO AVE,721,
51956,580186000,First Floor,,1333,MONTICELLO AVE,723,
51957,580186000,Open Porch,,245,MONTICELLO AVE,723,
51958,580186000,Frame Enclosed 1/Sty,,72,MONTICELLO AVE,723,
51959,580187000,First Floor,,884,MONTICELLO AVE,725,
51960,580187000,Open Porch,,105,MONTICELLO AVE,725,
51961,580187000,Frame Enclosed 1/Sty,,128,MONTICELLO AVE,725,
51962,580188000,First Floor,,926,MONTICELLO AVE,727,
51963,580188000,Basement,,926,MONTICELLO AVE,727,
51964,580188000,Canopy,,66,MONTICELLO AVE,727,
51965,580188000,Concrete Patio,,66,MONTICELLO AVE,727,
51966,580188000,Open Porch,,154,MONTICELLO AVE,727,
51967,580188000,Frame Enclosed 1/Sty,,48,MONTICELLO AVE,727,
51968,580189000,First Floor,,816,MONTICELLO AVE,769,
51969,580189000,Second Floor,,816,MONTICELLO AVE,769,
51970,580189000,Open Porch,,157,MONTICELLO AVE,769,
51971,580189000,Frame Enclosed 1/Sty,,54,MONTICELLO AVE,769,
51972,580190000,First Floor,,731,MONTICELLO AVE,732,
51973,580190000,Second Floor,,731,MONTICELLO AVE,732,
51974,580190000,Basement,,570,MONTICELLO AVE,732,
51975,580190000,Deck,,77,MONTICELLO AVE,732,
51976,580190000,Finished Half-Story,,570,MONTICELLO AVE,732,
51977,580190000,Open Porch,,527,MONTICELLO AVE,732,
51978,580191000,First Floor,,946,MONTICELLO AVE,728,
51979,580191000,Second Floor,,812,MONTICELLO AVE,728,
51980,580191000,Open Porch,,161,MONTICELLO AVE,728,
51981,580191000,Unfinished Utility Area,,20,MONTICELLO AVE,728,
51982,580192000,First Floor,,1040,MONTICELLO AVE,726,
51983,580192000,Second Floor,,1040,MONTICELLO AVE,726,
51984,580192000,Basement,,997,MONTICELLO AVE,726,
51985,580192000,Deck,,216,MONTICELLO AVE,726,
51986,580192000,Open Porch,,147,MONTICELLO AVE,726,
51987,580193000,First Floor,,942,MONTICELLO AVE,724,
51988,580193000,Second Floor,,840,MONTICELLO AVE,724,
51989,580193000,Deck,,204,MONTICELLO AVE,724,
51990,580193000,Open Porch,,200,MONTICELLO AVE,724,
51991,580194000,First Floor,,1358,MONTICELLO AVE,716,
51992,580194000,Second Floor,,450,MONTICELLO AVE,716,
51993,580194000,Basement,,384,MONTICELLO AVE,716,
51994,580194000,Open Porch,,189,MONTICELLO AVE,716,
51995,580194000,Vaulted Ceiling,,450,MONTICELLO AVE,716,
51996,580195000,First Floor,,1000,MONTICELLO AVE,714,
51997,580195000,Basement,,1000,MONTICELLO AVE,714,
51998,580195000,Concrete Patio,,100,MONTICELLO AVE,714,
51999,580195000,Deck,,168,MONTICELLO AVE,714,
52000,580195000,Open Porch,,160,MONTICELLO AVE,714,
52001,580196000,First Floor,,1703,MONTICELLO AVE,712,
52002,580196000,Second Floor,,897,MONTICELLO AVE,712,
52003,580196000,Open Porch,,173,MONTICELLO AVE,712,
52004,580197000,First Floor,,1190,MONTICELLO AVE,708,
52005,580197000,Second Floor,,1010,MONTICELLO AVE,708,
52006,580197000,Canopy,,32,MONTICELLO AVE,708,
52007,580197000,Finished Enclosed Porch,,60,MONTICELLO AVE,708,
52008,580197000,Open Porch,,231,MONTICELLO AVE,708,
52009,580197000,Frame Enclosed 2/Sty,,96,MONTICELLO AVE,708,
52010,580197000,Stoop,,32,MONTICELLO AVE,708,
52011,580199000,First Floor,,1658,MONTICELLO AVE,700,
52012,580199000,Second Floor,,1326,MONTICELLO AVE,700,
52013,580199000,Deck,,675,MONTICELLO AVE,700,
52014,580199000,Open Porch,,264,MONTICELLO AVE,700,
52015,580199000,Stoop,,36,MONTICELLO AVE,700,
52016,580200000,First Floor,,1343,BOLLING AVE,701,
52017,580200000,Second Floor,,952,BOLLING AVE,701,
52018,580200000,Open Porch,,266,BOLLING AVE,701,
52019,580201000,First Floor,,1384,BOLLING AVE,703,
52020,580201000,Open Porch,,242,BOLLING AVE,703,
52021,580202000,First Floor,,1008,BOLLING AVE,705,
52022,580202000,Second Floor,,672,BOLLING AVE,705,
52023,580202000,Open Porch,,114,BOLLING AVE,705,
52024,580203000,First Floor,,1491,BOLLING AVE,707,
52025,580203000,Open Porch,,214,BOLLING AVE,707,
52026,580204000,First Floor,,1768,BOLLING AVE,709,
52027,580204000,Second Floor,,144,BOLLING AVE,709,
52028,580204000,Open Porch,,144,BOLLING AVE,709,
52029,580204000,Patio,,170,BOLLING AVE,709,
52030,580205000,First Floor,,1182,BOLLING AVE,711,
52031,580205000,Second Floor,,1182,BOLLING AVE,711,
52032,580205000,Deck,,156,BOLLING AVE,711,
52033,580205000,Open Porch,,279,BOLLING AVE,711,
52034,580206000,First Floor,,875,BOLLING AVE,713,
52035,580206000,Second Floor,,875,BOLLING AVE,713,
52036,580206000,Slab,,32,BOLLING AVE,713,
52037,580206000,Stoop,,86,BOLLING AVE,713,
52038,580207000,First Floor,,896,BOLLING AVE,715,
52039,580207000,Concrete Patio,,264,BOLLING AVE,715,
52040,580207000,Deck,,48,BOLLING AVE,715,
52041,580207000,Finished Enclosed Porch,,108,BOLLING AVE,715,
52042,580207000,Garage,,264,BOLLING AVE,715,
52043,580208000,First Floor,,940,BOLLING AVE,717,
52044,580208000,Second Floor,,812,BOLLING AVE,717,
52045,580208000,Canopy,,256,BOLLING AVE,717,
52046,580208000,Concrete Patio,,256,BOLLING AVE,717,
52047,580208000,Deck,,100,BOLLING AVE,717,
52048,580208000,Frame Enclosed 1/Sty,,186,BOLLING AVE,717,
52049,580209000,First Floor,,1428,BOLLING AVE,719,
52050,580209000,Second Floor,,516,BOLLING AVE,719,
52051,580209000,Open Porch,,32,BOLLING AVE,719,
52052,580210000,First Floor,,1026,BOLLING AVE,801,
52053,580210000,Second Floor,,1178,BOLLING AVE,801,
52054,580210000,Basement,,152,BOLLING AVE,801,
52055,580210000,Deck,,120,BOLLING AVE,801,
52056,580210000,Open Porch,,152,BOLLING AVE,801,
52057,580211000,First Floor,,888,BOLLING AVE,803,
52058,580211000,Carport,,220,BOLLING AVE,803,
52059,580211000,Finished Half-Story,,888,BOLLING AVE,803,
52060,580211000,Glass Enclosed 1/Sty,,112,BOLLING AVE,803,
52061,580211000,Stoop,,32,BOLLING AVE,803,
52062,580211000,Unfinished Utility Area,,132,BOLLING AVE,803,
52063,580212000,First Floor,,1098,BOLLING AVE,805,
52064,580212000,Second Floor,,496,BOLLING AVE,805,
52065,580212000,Deck,,40,BOLLING AVE,805,
52066,580212000,Open Porch,,96,BOLLING AVE,805,
52067,580212100,First Floor,,1064,BOLLING AVE,807,
52068,580212100,Cathedral Ceiling,,224,BOLLING AVE,807,
52069,580212100,Deck,,210,BOLLING AVE,807,
52070,580212100,Finished Half-Story,,840,BOLLING AVE,807,
52071,580212100,Stoop,,70,BOLLING AVE,807,
52072,580213000,First Floor,,835,BOLLING AVE,809,
52073,580213000,Second Floor,,420,BOLLING AVE,809,
52074,580213000,Concrete Patio,,64,BOLLING AVE,809,
52075,580213000,Open Porch,,90,BOLLING AVE,809,
52076,580213000,Stoop,,20,BOLLING AVE,809,
52077,580214000,First Floor,,1242,BOLLING AVE,811,
52078,580214000,Basement,,243,BOLLING AVE,811,
52079,580214000,Open Porch,,189,BOLLING AVE,811,
52080,580214000,Screened Porch,,276,BOLLING AVE,811,
52081,580215000,First Floor,,1008,BOLLING AVE,813,
52082,580215000,Concrete Patio,,16,BOLLING AVE,813,
52083,580215000,Open Porch,,154,BOLLING AVE,813,
52084,580216000,First Floor,,1414,BOLLING AVE,815,
52085,580218000,First Floor,,664,BOLLING AVE,835,
52086,580219000,First Floor,,21000,MONTICELLO AVE,830,
52087,580221000,First Floor,,810,MONTICELLO AVE,822,
52088,580221000,Second Floor,,480,MONTICELLO AVE,822,
52089,580221000,Concrete Patio,,90,MONTICELLO AVE,822,
52090,580221000,Deck,,286,MONTICELLO AVE,822,
